@relation musicout

@attribute BHSUM3 numeric
@attribute amazed-suprised {0,1}
@attribute happy-pleased {0,1}
@attribute relaxing-calm {0,1}
@attribute quiet-still {0,1}
@attribute sad-lonely {0,1}
@attribute angry-aggresive {0,1}
@attribute a {0,1}
@attribute b {0,1}
@attribute c {0,1}
@attribute d {0,1}
@attribute e {0,1}
@attribute f {0,1}
@attribute g {0,1}
@attribute h {0,1}
@attribute i {0,1}


@data
32266,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0
32267,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1
32268,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0
32269,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1
32270,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
32271,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1
32272,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
32273,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1
32274,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0
32275,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
32276,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
32277,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1
32278,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0
32279,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
32280,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0
32281,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
32282,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
32283,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1
32284,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0
32285,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1
32286,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0
32287,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
32288,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
32289,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
32290,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0
32291,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1
32292,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
32293,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
32294,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0
32295,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1
32296,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0
32297,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
32298,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
32299,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1
32300,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0
32301,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1
32302,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0
32303,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
32304,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
32305,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1
32306,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0
32307,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
32308,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0
32309,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1
32310,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0
32311,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
32312,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0
32313,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1
32314,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0
32315,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
32316,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0
32317,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1
32318,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0
32319,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
32320,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
32321,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1
32322,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0
32323,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
32324,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0
32325,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
32326,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
32327,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
32328,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
32329,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
32330,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0
32331,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
32332,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0
32333,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1
32334,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0
32335,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
32336,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
32337,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1
32338,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0
32339,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1
32340,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
32341,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
32342,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
32343,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1
32344,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
32345,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1
32346,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0
32347,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1
32348,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
32349,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
32350,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0
32351,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
32352,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
32353,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
32354,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0
32355,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
32356,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0
32357,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1
32358,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0
32359,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
32360,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
32361,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1
32362,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0
32363,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
32364,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
32365,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
32366,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
32367,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
32368,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
32369,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1
32370,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0
32371,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
32372,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0
32373,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
32374,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0
32375,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
32376,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0
32377,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1
32378,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0
32379,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1
32380,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
32381,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
32382,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
32383,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
32384,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
32385,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
32386,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0
32387,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1
32388,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0
32389,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1
32390,1,1,1,1,1,1,0,1,0,0,0,0,1,1,0
32391,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
32392,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
32393,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1
32394,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
32395,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
32396,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0
32397,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1
32398,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
32399,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
32400,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
32401,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1
32402,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
32403,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
32404,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
32405,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
32406,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
32407,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
32408,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
32409,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1
32410,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
32411,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1
32412,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0
32413,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1
32414,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
32415,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1
32416,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
32417,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
32418,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
32419,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1
32420,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0
32421,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
32422,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0
32423,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
32424,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0
32425,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1
32426,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
32427,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1
32428,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
32429,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1
32430,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
32431,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1
32432,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0
32433,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
32434,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
32435,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1
32436,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
32437,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1
32438,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
32439,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
32440,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0
32441,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1
32442,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0
32443,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
32444,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0
32445,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
32446,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
32447,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
32448,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0
32449,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
32450,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0
32451,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1
32452,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
32453,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
32454,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0
32455,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
32456,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0
32457,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1
32458,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
32459,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1
32460,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0
32461,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
32462,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0
32463,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
32464,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
32465,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1
32466,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0
32467,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1
32468,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0
32469,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1
32470,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
32471,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1
32472,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0
32473,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1
32474,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
32475,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1
32476,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
32477,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
32478,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
32479,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
32480,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
32481,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
32482,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
32483,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1
32484,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
32485,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
32486,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
32487,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1
32488,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
32489,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
32490,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0
32491,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
32492,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0
32493,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1
32494,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
32495,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
32496,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
32497,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1
32498,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
32499,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1
32500,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0
32501,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
32502,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
32503,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
32504,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
32505,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1
32506,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
32507,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
32508,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0
32509,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
32510,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
32511,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
32512,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
32513,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
32514,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0
32515,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
32516,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
32517,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
32518,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0
32519,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
32520,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0
32521,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1
32522,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0
32523,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
32524,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0
32525,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
32526,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0
32527,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
32528,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0
32529,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1
32530,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
32531,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
32532,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0
32533,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1
32534,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
32535,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
32536,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0
32537,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
32538,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
32539,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
32540,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0
32541,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1
32542,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
32543,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
32544,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0
32545,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1
32546,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
32547,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
32548,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0
32549,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1
32550,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0
32551,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
32552,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0
32553,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1
32554,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0
32555,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
32556,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0
32557,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
32558,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0
32559,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
32560,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
32561,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1
32562,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
32563,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
32564,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
32565,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
32566,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0
32567,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
32568,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
32569,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1
32570,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0
32571,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
32572,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
32573,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1
32574,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
32575,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
32576,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
32577,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1
32578,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0
32579,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1
32580,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
32581,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1
32582,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
32583,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
32584,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
32585,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1
32586,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
32587,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1
32588,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0
32589,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
32590,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
32591,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
32592,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
32593,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1
32594,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
32595,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
32596,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
32597,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
32598,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
32599,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
32600,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0
32601,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
32602,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0
32603,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
32604,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0
32605,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1
32606,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
32607,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
32608,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
32609,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
32610,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
32611,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
32612,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0
32613,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
32614,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0
32615,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
32616,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
32617,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1
32618,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
32619,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1
32620,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0
32621,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1
32622,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0
32623,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
32624,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
32625,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1
32626,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
32627,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1
32628,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
32629,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1
32630,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
32631,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
32632,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
32633,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1
32634,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
32635,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
32636,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0
32637,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
32638,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
32639,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
32640,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
32641,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1
32642,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
32643,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
32644,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
32645,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
32646,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0
32647,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
32648,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0
32649,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1
32650,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
32651,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
32652,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0
32653,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
32654,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
32655,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
32656,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0
32657,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1
32658,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0
32659,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1
32660,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
32661,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1
32662,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
32663,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
32664,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0
32665,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
32666,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0
32667,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1
32668,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0
32669,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
32670,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0
32671,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
32672,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
32673,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
32674,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
32675,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
32676,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0
32677,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
32678,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
32679,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
32680,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
32681,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
32682,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
